S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close
867,3/12/2018,28,10231,3365920,331,326,328
868,3/11/2018,43,6491,2131371,331,326,326
869,3/7/2018,45,6817,2256339,333,327,330
870,3/6/2018,51,5748,1861617,328,320,327
871,3/5/2018,64,16594,5384502,330,323,324
872,3/4/2018,61,16726,5461805,330,325,328
873,2/28/2018,39,13018,4369744,339,334,334
874,2/27/2018,42,4409,1484882,342,332,338
875,2/26/2018,34,4951,1661667,337,335,335
876,2/25/2018,33,3932,1323562,342,335,338
877,2/22/2018,47,4099,1394160,342,338,340
878,2/21/2018,23,2461,836966,341,339,340
879,2/20/2018,52,6728,2317045,351,340,340
880,2/18/2018,91,11904,4191852,359,348,350
881,2/15/2018,58,7548,2607158,350,341,350
882,2/14/2018,36,4167,1408438,342,335,340
883,2/12/2018,35,3785,1289922,342,340,340
884,2/11/2018,28,1760,601865,343,341,342
885,2/8/2018,39,3523,1208072,345,336,342
886,2/7/2018,25,5012,1715421,346,341,342
887,2/6/2018,44,5214,1780333,347,340,347
888,2/5/2018,57,8109,2793340,350,342,342
889,2/4/2018,57,8959,3116418,350,342,350
890,2/1/2018,53,6191,2133740,345,343,344
891,1/31/2018,42,4790,1636893,344,340,344
892,1/29/2018,62,8266,2828715,347,340,340
893,1/28/2018,341,49337,20640167,423,415,415
894,1/25/2018,141,13110,5476669,420,417,420
895,1/24/2018,86,14131,5896929,420,412,419
896,1/23/2018,98,15725,6564115,421,415,416
897,1/22/2018,108,18056,7571323,422,418,420
898,1/21/2018,153,21733,9065805,420,413,419
899,1/17/2018,48,6401,2647102,417,409,413
900,1/16/2018,34,4270,1778362,421,415,417
901,1/14/2018,66,10523,4415231,427,417,420
902,1/10/2018,70,7277,3089550,427,421,425
903,1/9/2018,44,7302,3105363,427,422,425
904,1/8/2018,57,8389,3558019,430,420,425
905,1/7/2018,91,18051,7598573,429,416,423
906,1/4/2018,61,5788,2425843,421,416,421
907,1/3/2018,115,15373,6515991,428,419,422
908,1/2/2018,240,55870,23639633,430,416,425
909,1/1/2018,48,6665,2726955,414,405,414
910,12/31/2017,93,27546,11089087,409,400,402
911,12/28/2017,74,9917,4064962,417,400,410
912,12/27/2017,73,11368,4701950,418,408,415
913,12/26/2017,30,7244,3040975,426,411,420
914,12/24/2017,48,7917,3341185,428,420,421
915,12/21/2017,28,7557,3178267,423,417,420
916,12/20/2017,29,3192,1350383,426,419,422
917,12/19/2017,38,8052,3410220,426,421,424
918,12/18/2017,39,4333,1839010,426,422,426
919,12/17/2017,35,6121,2599496,430,423,423
920,12/14/2017,59,5967,2540238,433,424,425
921,12/13/2017,22,4262,1812383,431,421,428
922,12/12/2017,46,15642,6693617,431,426,427
923,12/11/2017,51,12873,5506814,433,424,431
924,12/10/2017,46,11646,5072147,451,428,430
925,12/6/2017,47,9725,4204614,437,426,435
926,12/5/2017,51,6588,2837524,442,430,431
927,12/4/2017,46,10306,4465824,437,430,435
928,11/30/2017,63,10518,4566994,438,431,437
929,11/29/2017,87,19013,8283527,439,430,436
930,11/28/2017,40,12551,5401048,432,425,431
931,11/27/2017,42,6918,2983035,435,430,430
932,11/26/2017,71,10953,4710293,441,425,432
933,11/23/2017,52,7260,3103718,430,425,425
934,11/22/2017,39,5998,2539736,429,421,425
935,11/21/2017,30,4762,2015105,425,421,423
936,11/20/2017,33,4579,1923518,422,418,421
937,11/19/2017,72,13373,5575148,422,412,420
938,11/16/2017,56,13740,5797379,435,420,420
939,11/15/2017,56,3596,1544399,432,426,428
940,11/14/2017,65,14580,6256963,434,424,432
941,11/13/2017,69,14684,6245012,428,420,428
942,11/12/2017,59,9098,3815462,425,415,423
943,11/9/2017,64,9434,3918031,427,412,415
944,11/8/2017,126,17305,7217966,422,414,416
945,11/7/2017,80,26141,11088659,436,420,422
946,11/6/2017,139,29796,12642926,430,420,429
947,11/5/2017,84,16936,7255084,440,424,430
948,11/2/2017,58,8331,3632384,442,430,440
949,11/1/2017,51,6291,2725033,437,429,434
950,10/31/2017,38,8889,3866223,440,433,437
951,10/30/2017,71,13723,6029799,443,437,437
952,10/29/2017,51,7203,3185825,447,440,442
953,10/25/2017,93,17137,7675865,451,444,449
954,10/24/2017,59,9549,4278475,452,445,448
955,10/23/2017,79,12644,5695162,455,445,449
956,10/22/2017,44,11183,5051656,458,436,450
957,10/18/2017,53,12688,5628714,450,438,444
958,10/17/2017,64,12124,5388922,450,436,449
959,10/16/2017,87,18696,8294486,451,434,442
960,10/15/2017,49,5553,2393186,433,427,433
961,10/12/2017,45,5474,2357856,435,428,429
962,10/11/2017,65,11993,5132940,431,425,428
963,10/10/2017,89,19003,8118044,438,423,427
964,10/9/2017,76,17649,7561101,433,425,431
965,10/8/2017,91,15759,6712529,432,420,432
966,10/4/2017,40,6475,2854121,450,437,440
967,10/3/2017,20,3164,1415634,453,446,453
968,9/26/2017,35,5132,2286875,449,443,448
969,9/25/2017,29,2882,1272835,448,440,448
970,9/24/2017,42,3718,1638796,443,439,441
971,9/20/2017,65,10450,4599400,443,435,439
972,9/18/2017,119,33400,14877419,452,443,443
973,9/17/2017,159,49764,22001355,459,438,447
974,9/14/2017,115,42524,18361183,447,419,447
975,9/13/2017,111,32249,13538906,423,418,420
976,9/12/2017,98,27903,11782776,426,420,421
977,9/11/2017,65,17950,7592940,430,420,424
978,9/10/2017,126,37704,16076730,431,423,425
979,9/7/2017,89,34082,14711435,438,426,428
980,9/6/2017,111,11603,4994219,440,425,438
981,9/4/2017,94,33009,14133477,439,426,430
982,8/31/2017,83,15528,6769346,438,432,437
983,8/30/2017,83,14820,6508340,443,435,438
984,8/28/2017,61,7897,3519687,452,444,446
985,8/27/2017,62,3889,1732805,451,443,446
986,8/24/2017,44,11438,5093781,453,434,443
987,8/23/2017,52,7718,3396666,442,438,441
988,8/22/2017,79,12396,5447828,442,436,441
989,8/21/2017,46,5674,2474784,442,432,438
990,8/20/2017,89,16054,7075869,444,435,440
991,8/17/2017,75,23326,10279553,449,438,443
992,8/16/2017,84,11304,5021857,448,442,444
993,8/15/2017,96,15104,6699557,446,441,441
994,8/13/2017,86,14415,6423464,449,440,445
995,8/10/2017,97,21245,9497817,454,443,450
996,8/9/2017,123,17516,7934355,460,444,450
997,8/7/2017,87,11926,5419900,463,452,453
998,8/6/2017,104,18930,8598441,456,450,454
999,8/3/2017,94,14097,6379143,459,450,453
1000,8/2/2017,56,12168,5532203,456,453,454
1001,8/1/2017,87,9280,4235329,469,450,454
1002,7/31/2017,76,12315,5598249,459,450,453
1003,7/30/2017,60,9537,4331121,461,445,451
1004,7/27/2017,75,11335,5133609,460,450,460
1005,7/26/2017,96,22953,10401083,460,448,450
1006,7/25/2017,78,16138,7380111,461,454,458
1007,7/24/2017,91,13393,6112032,460,454,455
1008,7/23/2017,88,16709,7668931,465,455,459
1009,7/20/2017,88,10954,5040009,465,454,461
1010,7/19/2017,121,21239,9884869,470,460,460
1011,7/18/2017,181,27796,12739662,472,449,472
1012,7/17/2017,74,16129,7096066,448,433,448
1013,7/16/2017,47,4465,1927023,435,430,433
1014,7/13/2017,84,12875,5549593,437,430,435
1015,7/12/2017,63,8794,3825056,440,432,432
1016,7/11/2017,68,9864,4318391,440,430,435
1017,7/10/2017,81,12785,5585373,440,430,433
1018,7/9/2017,95,20091,8794058,446,430,441
1019,7/6/2017,93,18660,7970364,437,425,437
1020,7/5/2017,73,11348,4786382,425,419,425
1021,7/4/2017,80,13712,5768673,426,419,420
1022,7/3/2017,51,7794,3311499,430,420,423
1023,7/2/2017,94,14946,6315356,430,419,428
1024,6/28/2017,61,10162,4287790,428,415,428
1025,6/27/2017,82,11352,4795475,425,420,422
1026,6/25/2017,75,10516,4451695,426,419,423
1027,6/22/2017,105,16465,6949115,429,420,421
1028,6/21/2017,54,6334,2673676,425,417,421
1029,6/20/2017,98,12740,5380466,429,415,423
1030,6/19/2017,125,21359,9040694,431,417,427
1031,6/18/2017,137,19261,8290076,440,428,431
1032,6/15/2017,97,15064,6569564,442,432,440
1033,6/14/2017,63,8869,3869751,440,434,435
1034,6/13/2017,73,13963,6114368,444,435,435
1035,6/12/2017,89,9184,4039315,446,434,445
1036,6/11/2017,52,7886,3493484,448,440,444
1037,6/8/2017,45,6842,3058885,452,444,449
1038,6/7/2017,72,14334,6502554,463,450,453
1039,6/6/2017,88,10899,4918322,458,448,454
1040,6/5/2017,73,12176,5438368,450,443,443
1041,6/4/2017,71,10779,4796056,450,440,445
1042,6/1/2017,99,14518,6514331,459,444,446
1043,5/31/2017,79,8727,3874255,455,439,450
1044,5/30/2017,43,7182,3193641,450,441,444
1045,5/28/2017,72,9086,4093677,455,445,450
1046,5/24/2017,52,11662,5282774,456,448,455
1047,5/23/2017,46,6912,3118403,455,443,450
1048,5/22/2017,32,3174,1418900,450,441,448
1049,5/21/2017,72,10460,4687103,460,444,450
1050,5/18/2017,49,6117,2771963,458,450,451
1051,5/17/2017,41,4811,2194661,460,454,455
1052,5/16/2017,55,7225,3308817,465,455,456
1053,5/15/2017,48,10542,4873562,471,460,465
1054,5/11/2017,76,12423,5755865,466,461,464
1055,5/9/2017,69,21081,9605186,461,452,457
1056,5/8/2017,74,16791,7593535,465,446,460
1057,5/7/2017,57,5619,2567369,464,453,454
1058,5/4/2017,68,10579,4862372,478,454,460
1059,5/3/2017,69,13689,6359865,478,457,461
1060,5/2/2017,99,22562,10244556,468,445,461
1061,4/30/2017,97,18728,8571257,470,454,459
1062,4/27/2017,71,15743,7381184,475,463,466
1063,4/26/2017,53,9098,4257990,472,465,467
1064,4/25/2017,100,17195,8041381,472,464,469
1065,4/24/2017,116,23133,10859181,474,466,469
1066,4/23/2017,147,45549,21857591,511,472,472
1067,4/20/2017,139,32994,15564848,483,463,465
1068,4/19/2017,96,15551,7173984,469,453,463
1069,4/18/2017,121,26897,12146144,460,443,450
1070,4/16/2017,90,14433,6817342,481,457,460
1071,4/13/2017,130,25576,12157715,482,468,472
1072,4/12/2017,167,43976,21570036,500,480,480
1073,4/11/2017,125,29427,14275730,494,470,489
1074,4/10/2017,109,24705,11622539,485,467,471
1075,4/9/2017,130,26361,12443931,485,470,472
1076,4/6/2017,163,42085,20121788,495,474,482
1077,4/4/2017,165,38622,19049502,508,480,495
1078,4/3/2017,334,86048,43752580,525,487,504
1079,3/30/2017,695,151987,86067068,577,555,574
1080,3/29/2017,535,122754,70858145,615,550,565
1081,3/28/2017,275,63335,37423649,606,573,595
1082,3/26/2017,330,86224,47708756,562,512,562
1083,3/23/2017,238,42052,21317008,514,493,511
1084,3/22/2017,207,46018,23059369,515,485,492
1085,3/21/2017,126,26819,12587312,484,460,484
1086,3/20/2017,88,16216,7455757,465,455,461
1087,3/19/2017,67,10196,4592620,454,445,451
1088,3/16/2017,49,9046,4012644,452,441,445
1089,3/15/2017,36,3091,1376749,449,443,448
1090,3/14/2017,67,9273,4113210,450,440,441
1091,3/13/2017,34,5870,2600359,450,440,440
1092,3/9/2017,37,3547,1583560,452,444,445
1093,3/7/2017,48,5596,2467237,443,439,439
1094,3/6/2017,75,9615,4316175,456,446,449
1095,3/5/2017,79,12347,5458931,448,432,443
1096,3/2/2017,57,5828,2521303,435,425,435
1097,3/1/2017,55,5008,2135041,430,421,430
1098,2/28/2017,91,16732,7032221,426,417,421
1099,2/26/2017,40,6391,2788327,445,430,434
1100,2/23/2017,69,14367,6260776,442,427,440
1101,2/22/2017,102,22813,9908821,442,430,434
1102,2/21/2017,98,18863,8376472,465,437,439
1103,2/20/2017,98,17150,7643190,455,440,440
1104,2/19/2017,118,23260,10365716,452,441,445
1105,2/16/2017,98,16259,7356534,460,450,453
1106,2/15/2017,47,12899,5819825,456,442,453
1107,2/14/2017,82,13085,5708474,447,424,437
1108,2/13/2017,58,11039,4662838,443,413,440
1109,2/12/2017,75,11551,4886512,453,416,429
1110,2/9/2017,78,12428,5537810,453,440,445
1111,2/8/2017,77,9700,4386164,460,448,450
1112,2/7/2017,35,4245,1938381,463,451,455
1113,2/6/2017,47,5122,2362049,468,455,455
1114,2/5/2017,27,3121,1489850,492,470,470
1115,2/2/2017,94,15620,7632898,500,480,483
1116,2/1/2017,60,9886,4711204,485,465,483
1117,1/31/2017,37,11409,5152834,464,435,458
1118,1/30/2017,69,12799,5774559,465,442,442
1119,1/26/2017,159,33136,15482268,490,455,460
1120,1/25/2017,148,25727,12653108,505,480,490
1121,1/24/2017,40,7839,4008784,530,500,508
1122,1/23/2017,28,2679,1395359,524,520,520
1123,1/22/2017,32,2773,1466139,531,526,526
1124,1/19/2017,22,1913,1002025,529,521,528
1125,1/18/2017,21,3386,1783070,530,520,520
1126,1/17/2017,24,3270,1719022,529,523,523
1127,1/16/2017,25,2058,1091490,536,527,527
1128,1/15/2017,21,2339,1253888,542,530,534
1129,1/12/2017,30,5428,2925146,546,531,542
1130,1/11/2017,32,8359,4558612,550,540,540
1131,1/10/2017,41,4148,2249676,550,540,540
1132,1/9/2017,35,5545,2947042,540,521,540
1133,1/8/2017,26,5593,2926079,529,520,524
1134,1/5/2017,37,8287,4378949,533,520,528
1135,1/4/2017,39,6130,3225775,535,510,530
1136,1/3/2017,78,8202,4415197,550,530,530
1137,1/2/2017,138,19457,10709727,560,545,545
1138,1/1/2017,125,18373,10076866,555,535,545
1139,12/29/2016,115,19494,10089179,526,502,526
1140,12/28/2016,30,5725,2863189,505,495,498
1141,12/27/2016,54,10568,5233623,506,483,495
1142,12/26/2016,57,7763,3894717,510,497,497
1143,12/22/2016,46,8026,4103396,513,506,513
1144,12/21/2016,32,6654,3429880,525,500,511
1145,12/20/2016,47,9974,5158258,530,505,520
1146,12/19/2016,53,6963,3662720,535,520,520
1147,12/18/2016,52,6847,3651601,540,525,540
1148,12/15/2016,27,4365,2336919,542,530,542
1149,12/14/2016,30,5246,2776288,535,525,530
1150,12/12/2016,11,1484,775586,530,515,525
1151,12/11/2016,27,3290,1755127,541,529,530
1152,12/8/2016,32,4444,2408365,550,540,540
1153,12/7/2016,24,1850,1014612,553,543,550
1154,12/6/2016,37,3030,1658237,555,540,550
1155,12/5/2016,31,3418,1858251,558,530,545
1156,12/4/2016,43,3739,2095270,571,558,558
1157,12/1/2016,91,12639,7301002,590,556,575
1158,11/30/2016,108,17082,9590594,589,550,576
1159,11/29/2016,71,6827,3685039,560,505,555
1160,11/28/2016,96,20030,9903603,535,480,525
1161,11/27/2016,95,14556,7400232,528,500,502
1162,11/24/2016,62,10536,5553951,540,523,527
1163,11/23/2016,64,9827,5206229,540,520,525
1164,11/22/2016,44,6174,3389711,560,538,550
1165,11/21/2016,54,6653,3669875,565,541,555
1166,11/20/2016,34,6046,3314277,571,530,556
1167,11/17/2016,41,5087,2979229,595,580,580
1168,11/16/2016,39,4803,2861582,600,588,595
1169,11/15/2016,41,7995,4812885,612,590,596
1170,11/14/2016,51,6752,4045871,609,595,600
1171,11/13/2016,37,7038,4235385,610,598,600
1172,11/10/2016,50,4874,2927348,607,596,600
1173,11/9/2016,53,5406,3247293,613,594,600
1174,11/8/2016,45,5340,3293823,630,605,610
1175,11/7/2016,23,1784,1127016,646,615,625
1176,11/3/2016,9,906,577224,650,626,645
1177,10/27/2016,21,2964,1899283,645,630,638
1178,10/26/2016,26,4364,2809908,650,640,642
1179,10/25/2016,32,3856,2481779,650,640,645
1180,10/24/2016,34,7673,5004546,661,649,653
1181,10/23/2016,38,6226,4100594,665,655,655
1182,10/20/2016,23,2944,1967195,677,661,669
1183,10/19/2016,29,3950,2620054,670,660,665
1184,10/18/2016,19,1206,804747,675,661,670
1185,10/17/2016,26,3931,2631477,683,660,669
1186,10/16/2016,15,1795,1231305,703,679,683
1187,10/6/2016,18,2238,1518931,690,670,683
1188,10/5/2016,13,1002,674106,680,667,680
1189,10/4/2016,26,7550,5062162,680,667,668
1190,10/3/2016,24,2351,1602075,690,670,672
1191,10/2/2016,35,4644,3147376,684,670,680
1192,9/29/2016,29,3261,2179255,670,660,670
1193,9/28/2016,18,1414,952154,677,670,672
1194,9/27/2016,48,4456,3015421,684,672,672
1195,9/26/2016,61,10691,7175950,690,659,675
1196,9/25/2016,762,114461,114824129,1020,990,995
1197,9/22/2016,248,31362,31848766,1032,997,1019
1198,9/21/2016,169,24012,24686690,1045,1020,1025
1199,9/20/2016,254,42584,44752147,1071,1040,1044
1200,9/18/2016,105,11307,11817951,1052,1035,1050
1201,9/14/2016,95,11695,12301220,1059,1046,1050
1202,9/12/2016,161,29095,30665683,1060,1048,1050
1203,9/11/2016,151,29449,30976283,1075,1042,1050
1204,9/8/2016,90,15717,16504253,1058,1040,1054
1205,9/7/2016,278,62511,65481612,1065,1011,1065
1206,9/6/2016,106,25608,26702176,1055,1011,1028
1207,9/5/2016,159,34803,36427617,1056,1020,1043
1208,9/4/2016,85,13611,13681335,1029,989,1020
1209,9/1/2016,115,15887,15973715,1010,990,998
1210,8/31/2016,81,19708,19578397,1005,985,999
1211,8/30/2016,82,16862,16755667,1002,983,999
1212,8/29/2016,82,14088,13758972,995,965,983
1213,8/28/2016,57,5090,4924410,980,958,965
1214,8/24/2016,68,7338,7059284,984,951,970
1215,8/23/2016,80,12823,12308227,983,948,970
1216,8/22/2016,64,6697,6511253,1000,962,964
1217,8/21/2016,74,8813,8816939,1013,985,995
1218,8/17/2016,123,16569,16601481,1010,972,1000
1219,8/16/2016,141,30158,29962681,1001,970,985
1220,8/15/2016,144,27993,27328435,1006,946,970
1221,8/14/2016,94,20556,20035729,1001,955,968
1222,8/11/2016,145,33089,33098281,1020,992,1020
1223,8/10/2016,191,53909,53784988,1020,936,1010
1224,8/9/2016,16,3567,3473347,995,923,995
1225,8/8/2016,76,16460,15371467,965,901,905
1226,8/7/2016,136,25130,25039877,1006,970,972
1227,8/4/2016,143,30904,30373426,995,955,970
1228,8/3/2016,100,23444,23497177,1019,982,1002
1229,8/2/2016,141,58079,58488030,1015,1000,1000
1230,8/1/2016,154,33867,34223095,1050,995,1030
1231,7/31/2016,128,28865,29774506,1068,1020,1038
1232,7/28/2016,143,33191,34914371,1069,1029,1060
1233,7/27/2016,169,40667,43100183,1099,1035,1081
1234,7/26/2016,200,37909,40983128,1113,1045,1082
1235,7/25/2016,252,63729,64132381,1065,985,1065
1236,7/21/2016,200,43680,42840235,1010,954,984
1237,7/20/2016,272,73449,70610321,976,900,976
1238,7/19/2016,203,53355,46055239,899,830,888
1239,7/18/2016,104,28713,24282672,865,814,833
1240,7/17/2016,184,46553,38156850,844,765,844
1241,7/14/2016,48,11763,8998421,775,755,768
1242,7/13/2016,46,10620,8007271,768,740,760
1243,7/12/2016,58,8705,6641752,784,720,766
1244,7/11/2016,114,27375,21279724,789,761,777
1245,7/10/2016,36,4691,3548440,765,740,761
1246,7/6/2016,91,24816,18965190,775,743,761
1247,7/5/2016,68,20430,14750377,750,713,745
1248,7/4/2016,50,5677,4087850,730,710,730
1249,7/3/2016,47,11526,8282487,720,713,719
1250,6/30/2016,62,19936,14451845,729,716,722
1251,6/29/2016,32,10899,7932804,732,724,727
1252,6/28/2016,49,12542,9154895,735,721,735
1253,6/27/2016,77,22093,15966204,739,713,739
1254,6/26/2016,36,7223,5121182,712,703,710
1255,6/23/2016,33,6052,4275171,720,696,702
1256,6/22/2016,37,11454,8181899,728,706,720
1257,6/21/2016,40,9949,7022531,720,700,703
1258,6/20/2016,50,10740,7545962,710,697,700
1259,6/19/2016,36,18341,12933260,714,693,705
1260,6/16/2016,49,14568,10267030,722,697,713
1261,6/15/2016,42,11057,7937373,723,712,720
1262,6/14/2016,106,35182,25298420,725,710,721
1263,6/13/2016,151,40671,28383419,710,680,700
1264,6/12/2016,19,4476,3027832,689,668,675
1265,6/9/2016,45,7948,5422602,694,677,677
1266,6/8/2016,59,11892,8086110,689,676,677
1267,6/7/2016,31,9201,6186237,680,661,677
1268,6/6/2016,25,4113,2726752,670,647,670
1269,6/5/2016,63,8658,5735256,674,650,668
1270,6/2/2016,60,14888,9934706,682,656,668
1271,6/1/2016,51,10461,6845190,665,648,656
1272,5/31/2016,33,7732,5098912,667,653,659
1273,5/30/2016,31,6432,4287041,679,665,666
1274,5/29/2016,42,10097,6749106,679,660,679
1275,5/26/2016,25,5751,3902538,689,657,679
1276,5/25/2016,43,13438,9073302,692,671,682
1277,5/24/2016,49,7665,5286530,695,685,690
1278,5/23/2016,40,14290,9764487,690,677,685
1279,5/22/2016,24,2404,1636156,686,670,680
1280,5/19/2016,52,14300,9713996,694,675,684
1281,5/18/2016,43,7927,5423667,693,680,683
1282,5/17/2016,69,16189,10889112,680,662,680
1283,5/16/2016,24,4406,2896216,663,653,663
1284,5/15/2016,31,4754,3149707,667,654,666
1285,5/12/2016,92,26491,17477537,673,655,673
1286,5/11/2016,41,11538,7490374,655,640,655
1287,5/10/2016,34,3444,2241677,659,637,642
1288,5/9/2016,71,20133,13029520,663,640,649
1289,5/8/2016,36,5668,3564553,644,617,634
1290,5/5/2016,26,6608,4139075,632,610,632
1291,5/4/2016,27,5406,3414300,639,629,632
1292,5/3/2016,39,7259,4633403,644,635,640
1293,5/2/2016,39,18127,11467485,645,627,640
1294,4/28/2016,40,7618,4933592,651,638,638
1295,4/27/2016,55,10197,6611583,655,632,647
1296,4/26/2016,38,6470,4155678,651,638,638
1297,4/25/2016,55,11479,7493199,663,641,655
1298,4/24/2016,53,11906,7541497,649,622,640
1299,4/21/2016,66,26726,16235359,630,595,630
1300,4/20/2016,54,12246,7361983,607,596,605
1301,4/19/2016,27,2370,1416095,605,590,599
1302,4/18/2016,43,12148,7248505,612,570,612
1303,4/17/2016,35,7426,4379665,602,582,595
1304,4/14/2016,17,3092,1771336,591,560,591
1305,4/12/2016,9,1071,603510,565,560,560
1306,4/11/2016,22,2445,1409412,584,572,576
1307,4/10/2016,193,35135,23737440,685,670,671
1308,4/6/2016,104,17535,11952975,689,677,680
1309,4/5/2016,114,22777,15508820,685,670,684
1310,4/4/2016,78,12643,8525338,680,670,680
1311,4/3/2016,72,15676,10478399,690,652,670
1312,3/31/2016,40,7572,4988530,663,655,658
1313,3/30/2016,53,8799,5864634,680,661,665
1314,3/29/2016,44,7922,5281524,673,657,669
1315,3/28/2016,64,16225,10830318,685,658,671
1316,3/27/2016,107,25338,16658204,673,650,673
1317,3/24/2016,64,11367,7485528,678,651,655
1318,3/23/2016,46,8568,5600722,664,648,653
1319,3/21/2016,102,24495,16078607,666,648,648
1320,3/20/2016,68,16552,10983700,671,656,660
1321,3/17/2016,72,14604,9756375,672,665,665
1322,3/16/2016,48,9375,6249373,679,655,674
1323,3/15/2016,76,14526,9613635,674,655,665
1324,3/14/2016,143,31398,21493117,715,665,672
1325,3/13/2016,444,133833,95856392,734,700,707
1326,3/10/2016,189,69293,46707061,693,640,693
1327,3/6/2016,92,22567,14134927,635,610,630
1328,3/3/2016,122,31519,19177235,620,590,617
1329,3/2/2016,34,3609,2136405,609,580,599
1330,3/1/2016,26,4675,2730512,590,583,585
1331,2/29/2016,22,4735,2780790,590,586,589
1332,2/28/2016,35,10168,6007273,595,587,590
1333,2/25/2016,33,5816,3430324,605,581,585
1334,2/24/2016,21,4249,2518299,603,590,595
1335,2/23/2016,71,16364,9764387,609,585,605
1336,2/22/2016,35,6229,3688123,595,585,590
1337,2/21/2016,54,21553,12728549,598,585,590
1338,2/18/2016,57,20751,12270075,596,588,588
1339,2/17/2016,68,14601,8528821,590,560,590
1340,2/16/2016,19,4767,2799893,600,571,576
1341,2/15/2016,37,10726,6061864,590,555,590
1342,2/14/2016,46,7802,4436076,579,561,570
1343,2/11/2016,21,4680,2730671,590,580,580
1344,2/8/2016,43,10270,6059581,594,584,590
1345,2/7/2016,51,12440,7361320,604,585,595
1346,2/4/2016,49,11203,6492736,589,573,589
1347,2/3/2016,26,4671,2684609,580,572,574
1348,2/2/2016,33,7156,4168977,595,580,580
1349,2/1/2016,47,12969,7545537,588,572,584
1350,1/31/2016,21,5068,2918430,590,571,574
1351,1/28/2016,29,6324,3664624,585,576,582
1352,1/27/2016,24,4958,2893376,590,580,585
1353,1/26/2016,49,16386,9752865,601,593,595
1354,1/25/2016,34,7231,4345564,615,594,595
1355,1/24/2016,85,34629,20527497,599,589,599
1356,1/21/2016,101,23814,13960635,600,577,583
1357,1/20/2016,136,53666,31675099,615,579,593
1358,1/19/2016,54,15212,8613242,576,547,568
1359,1/18/2016,103,19463,11291000,608,561,580
1360,1/17/2016,130,69927,39014550,591,541,575
1361,1/14/2016,56,22823,12096491,545,524,545
1362,1/13/2016,19,2677,1399719,531,517,529
1363,1/12/2016,25,4907,2569746,526,521,521
1364,1/11/2016,42,11440,5985031,529,511,525
1365,1/10/2016,23,5622,2894903,520,506,518
1366,1/7/2016,32,7371,3793858,520,505,515
1367,1/6/2016,21,4686,2343512,507,495,500
1368,1/5/2016,20,4135,2078994,515,500,505
1369,1/4/2016,37,6760,3441749,528,502,506
1370,1/3/2016,24,8407,4251883,518,499,518
1371,12/31/2015,29,5772,2944277,513,500,508
1372,12/29/2015,31,7138,3572922,508,496,500
1373,12/28/2015,16,2290,1144350,504,497,499
1374,12/27/2015,31,12349,6175634,505,499,502
1375,12/24/2015,45,11469,5764821,510,490,510
1376,12/23/2015,26,6162,3098292,510,496,496
1377,12/22/2015,96,21836,11421371,559,510,512
1378,12/21/2015,179,47347,24243546,529,481,529
1379,12/20/2015,42,16618,7859498,483,462,481
1380,12/17/2015,10,1388,637154,468,451,465
1381,12/16/2015,14,7554,3401659,453,448,450
1382,12/15/2015,11,3918,1732598,446,440,445
1383,12/14/2015,12,2818,1270993,453,450,450
1384,12/13/2015,10,1652,755440,465,456,456
1385,12/10/2015,9,934,429220,469,450,465
1386,12/9/2015,10,1612,743343,469,460,469
1387,12/8/2015,13,2091,946978,455,447,451
1388,12/7/2015,12,860,391040,456,454,455
1389,12/6/2015,13,2902,1335158,468,459,465
1390,12/3/2015,9,3472,1572584,459,450,450
1391,12/2/2015,13,3272,1468984,451,445,451
1392,12/1/2015,21,5943,2658366,454,439,454
1393,11/30/2015,24,4935,2134577,450,424,431
1394,11/29/2015,37,9273,3936822,442,420,420
1395,11/26/2015,21,2656,1172867,450,435,447
1396,11/25/2015,28,6331,2852031,461,448,450
1397,11/24/2015,14,1170,531661,461,451,455
1398,11/23/2015,13,4235,1907885,452,449,452
1399,11/22/2015,17,2625,1190408,460,451,452
1400,11/19/2015,9,1940,912850,475,460,465
1401,11/18/2015,5,1230,576640,475,467,470
1402,11/16/2015,2,250,116950,471,467,471
1403,11/15/2015,6,1170,553870,475,470,475
1404,11/10/2015,12,8443,4023172,485,474,477
1405,11/9/2015,16,4949,2351788,483,469,483
1406,11/8/2015,7,607,276552,462,451,462
1407,11/5/2015,6,878,404480,463,460,460
1408,11/4/2015,6,1462,681376,470,449,466
1409,11/3/2015,3,81,36915,457,455,457
1410,11/2/2015,15,3088,1434022,470,450,461
1411,11/1/2015,15,4509,2063283,469,450,456
1412,10/29/2015,9,1970,922200,475,466,470
1413,10/28/2015,16,2955,1368611,472,455,466
1414,10/27/2015,10,3737,1751510,472,465,472
1415,10/25/2015,13,2481,1194861,490,480,481
1416,10/19/2015,11,2033,998600,500,489,500
1417,10/18/2015,15,8306,4064550,495,487,495
1418,10/15/2015,27,6688,3270296,499,476,499
1419,10/14/2015,37,9865,4967086,540,493,494
1420,10/11/2015,272,93601,49644307,544,504,530
1421,10/8/2015,44,15581,7496975,495,443,495
1422,10/7/2015,5,511,226240,450,440,450
1423,10/6/2015,20,5822,2551250,445,435,440
1424,10/5/2015,15,2871,1282625,460,442,445
1425,10/4/2015,7,2200,991200,455,443,451
1426,10/1/2015,14,5128,2310969,460,444,459
1427,9/30/2015,20,4851,2200320,468,442,450
